time,id_1,id_2,contact_duration
1320,1583,1519,20
1320,1519,1525,20
1320,1602,1631,20
1320,1599,1523,20
1320,1583,1510,20
1340,1583,1510,20
1340,1599,1523,20
1340,1602,1631,20
1360,1560,1531,20
1360,1602,1631,20
1360,1599,1523,20
1360,1583,1510,20
1380,1599,1523,20
1380,1583,1510,20
1380,1602,1631,20
1380,1523,1531,20
1400,1599,1523,20
1400,1539,1568,20
1400,1599,1604,20
1400,1602,1631,20
1400,1599,1531,20
1400,1523,1531,20
1400,1604,1531,20
1400,1583,1510,20
1420,1583,1510,20
1420,1599,1523,20
1420,1599,1531,20
1420,1523,1531,20
1420,1604,1531,20
1440,1599,1529,20
1440,1599,1510,20
1440,1604,1531,20
1440,1599,1525,20
1440,1599,1523,20
1440,1602,1631,20
1440,1583,1510,20
1460,1583,1510,20
1460,1602,1631,20
1460,1599,1525,20
1460,1604,1531,20
1460,1599,1523,20
1460,1599,1529,20
1460,1583,1599,20
1460,1510,1523,20
1460,1529,1523,20
1460,1599,1510,20
1480,1583,1510,20
1480,1602,1631,20
1480,1599,1523,20
1480,1549,1525,20
1480,1604,1531,20
1480,1599,1510,20
1480,1599,1529,20
1480,1583,1599,20
1480,1599,1525,20
1500,1599,1523,20
1500,1602,1631,20
1500,1549,1525,20
1500,1583,1510,20
1500,1544,1573,20
1500,1543,1513,20
1500,1599,1525,20
1520,1583,1599,20
1520,1599,1529,20
1520,1599,1510,20
1520,1549,1525,20
1520,1599,1523,20
1520,1602,1631,20
1520,1583,1510,20
1540,1583,1510,20
1540,1602,1631,20
1540,1599,1523,20
1540,1543,1513,20
1540,1599,1510,20
1540,1599,1529,20
1540,1549,1525,20
1560,1599,1523,20
1560,1583,1510,20
1560,1602,1631,20
1560,1549,1525,20
1560,1583,1599,20
1560,1599,1510,20
1560,1599,1529,20
1560,1544,1573,20
1580,1599,1529,20
1580,1599,1510,20
1580,1604,1531,20
1580,1519,1523,20
1580,1544,1573,20
1580,1549,1525,20
1580,1599,1523,20
1580,1602,1631,20
1580,1583,1510,20
1600,1583,1510,20
1600,1602,1631,20
1600,1599,1523,20
1600,1549,1525,20
1600,1544,1573,20
1620,1583,1510,20
1620,1604,1531,20
1620,1602,1631,20
1620,1599,1523,20
1620,1544,1523,20
1620,1549,1525,20
1620,1544,1599,20
1620,1544,1525,20
1620,1544,1549,20
1620,1599,1525,20
1640,1544,1510,20
1640,1583,1510,20
1640,1604,1531,20
1640,1602,1631,20
1640,1544,1523,20
1640,1599,1525,20
1640,1549,1525,20
1640,1544,1599,20
1640,1544,1525,20
1640,1544,1583,20
1640,1599,1523,20
1660,1599,1523,20
1660,1525,1529,20
1660,1544,1523,20
1660,1544,1510,20
1660,1602,1631,20
1660,1604,1531,20
1660,1583,1510,20
1680,1544,1525,20
1680,1583,1510,20
1680,1604,1531,20
1680,1583,1525,20
1680,1544,1599,20
1680,1523,1525,20
1680,1544,1510,20
1680,1544,1523,20
1680,1602,1631,20
1700,1544,1599,20
1700,1602,1631,20
1700,1526,1531,20
1700,1583,1525,20
1700,1544,1525,20
1700,1604,1531,20
1700,1599,1523,20
1700,1583,1510,20
1720,1583,1525,20
1720,1583,1510,20
1720,1599,1523,20
1720,1604,1531,20
1720,1510,1525,20
1720,1526,1531,20
1720,1602,1631,20
1720,1544,1525,20
1740,1583,1510,20
1740,1510,1525,20
1740,1583,1525,20
1740,1544,1525,20
1740,1604,1531,20
1740,1582,1523,20
1740,1582,1599,20
1740,1599,1523,20
1760,1582,1599,20
1760,1583,1510,20
1760,1599,1523,20
1760,1582,1523,20
1760,1604,1531,20
1760,1602,1631,20
1760,1583,1525,20
1760,1549,1525,20
1760,1544,1525,20
1780,1544,1525,20
1780,1551,1269,20
1780,1604,1531,20
1780,1582,1523,20
1780,1582,1599,20
1780,1599,1523,20
1780,1583,1510,20
1800,1583,1510,20
1800,1599,1523,20
1800,1582,1599,20
1800,1549,1525,20
1800,1519,1523,20
1800,1604,1531,20
1800,1463,1628,20
1800,1582,1523,20
1820,1583,1510,20
1820,1599,1523,20
1820,1602,1631,20
1820,1549,1525,20
1820,1582,1523,20
1820,1552,1600,20
1820,1582,1599,20
1840,1551,1269,20
1840,1599,1523,20
1840,1549,1525,20
1840,1604,1531,20
1840,1583,1510,20
1860,1549,1525,20
1860,1604,1531,20
1860,1583,1510,20
1860,1599,1523,20
1860,1551,1514,20
1860,1591,1531,20
1860,1551,1269,20
1860,1544,1523,20
1860,1544,1599,20
1880,1583,1510,20
1880,1604,1531,20
1880,1549,1525,20
1880,1599,1523,20
1880,1544,1599,20
1880,1591,1531,20
1880,1551,1269,20
1880,1551,1514,20
1880,1591,1604,20
1880,1602,1631,20
1900,1544,1599,20
1900,1583,1510,20
1900,1604,1531,20
1900,1549,1525,20
1900,1599,1523,20
1900,1523,1529,20
1900,1544,1523,20
1900,1591,1531,20
1900,1552,1600,20
1900,1551,1269,20
1900,1551,1514,20
1900,1547,1504,20
1900,1602,1631,20
1920,1583,1510,20
1920,1604,1531,20
1920,1599,1529,20
1920,1549,1525,20
1920,1510,1529,20
1920,1599,1523,20
1920,1544,1599,20
1920,1523,1525,20
1940,1583,1510,20
1940,1604,1531,20
1940,1463,1628,20
1940,1549,1525,20
1940,1510,1525,20
1940,1600,1523,20
1940,1599,1529,20
1940,1544,1510,20
1940,1544,1525,20
1940,1601,1604,20
1960,1583,1510,20
1960,1604,1531,20
1960,1602,1631,20
1960,1599,1523,20
1960,1463,1628,20
1960,1599,1510,20
1960,1549,1525,20
1960,1544,1523,20
1960,1544,1600,20
1960,1519,1523,20
1980,1463,1628,20
1980,1599,1523,20
1980,1601,1629,20
1980,1599,1529,20
1980,1602,1631,20
1980,1604,1531,20
1980,1583,1510,20
2000,1583,1510,20
2000,1604,1531,20
2000,1602,1631,20
2000,1549,1519,20
2000,1544,1599,20
2000,1616,1518,20
2000,1547,1504,20
2000,1544,1529,20
2000,1599,1529,20
2000,1601,1629,20
2000,1549,1523,20
2020,1547,1504,20
2020,1599,1529,20
2020,1523,1529,20
2020,1549,1519,20
2020,1602,1631,20
2020,1604,1531,20
2020,1583,1510,20
2020,1544,1599,20
2040,1583,1510,20
2040,1602,1631,20
2040,1551,1269,20
2040,1604,1531,20
2040,1600,1519,20
2040,1544,1599,20
2040,1544,1529,20
2040,1549,1519,20
2060,1544,1523,20
2060,1600,1519,20
2060,1602,1631,20
2060,1604,1531,20
2060,1463,1628,20
2060,1551,1269,20
2060,1616,1518,20
2060,1599,1523,20
2060,1583,1510,20
2080,1599,1523,20
2080,1583,1510,20
2080,1547,1504,20
2080,1544,1529,20
2080,1551,1269,20
2080,1616,1518,20
2080,1551,1514,20
2100,1544,1599,20
2100,1547,1504,20
2100,1691,1518,20
2100,1600,1519,20
2100,1599,1523,20
2100,1604,1531,20
2100,1583,1510,20
2120,1583,1510,20
2120,1602,1631,20
2120,1551,1514,20
2120,1599,1523,20
2120,1544,1529,20
2120,1604,1531,20
2140,1604,1531,20
2140,1583,1510,20
2140,1602,1631,20
2140,1551,1514,20
2140,1599,1523,20
2140,1616,1518,20
2140,1549,1523,20
2140,1545,1580,20
2140,1544,1529,20
2140,1549,1599,20
2160,1549,1599,20
2160,1599,1523,20
2160,1604,1531,20
2160,1544,1599,20
2160,1551,1514,20
2160,1602,1631,20
2160,1583,1510,20
2180,1600,1519,20
2180,1583,1510,20
2180,1602,1631,20
2180,1616,1518,20
2180,1544,1599,20
2180,1544,1523,20
2180,1544,1529,20
2180,1551,1514,20
2200,1523,1529,20
2200,1544,1523,20
2200,1551,1514,20
2200,1616,1518,20
2200,1600,1519,20
2200,1602,1631,20
2200,1583,1510,20
2220,1583,1510,20
2220,1604,1531,20
2220,1600,1519,20
2220,1602,1631,20
2220,1551,1514,20
2220,1544,1523,20
2220,1616,1518,20
2240,1544,1523,20
2240,1549,1529,20
2240,1551,1514,20
2240,1616,1518,20
2240,1600,1519,20
2240,1602,1631,20
2240,1604,1531,20
2240,1583,1510,20
2260,1544,1529,20
2260,1583,1510,20
2260,1519,1523,20
2260,1604,1531,20
2260,1602,1631,20
2260,1600,1519,20
2260,1601,1629,20
2260,1600,1523,20
2260,1539,1549,20
2280,1544,1529,20
2280,1544,1583,20
2280,1604,1531,20
2280,1616,1518,20
2280,1544,1510,20
2280,1519,1523,20
2280,1583,1510,20
2300,1583,1510,20
2300,1539,1529,20
2300,1600,1519,20
2300,1519,1523,20
2300,1600,1523,20
2300,1544,1510,20
2300,1539,1544,20
2320,1600,1523,20
2320,1604,1531,20
2320,1539,1544,20
2320,1600,1519,20
2320,1602,1631,20
2320,1519,1523,20
2320,1539,1529,20
2320,1583,1510,20
2340,1519,1523,20
2340,1583,1510,20
2340,1544,1529,20
2340,1539,1529,20
2340,1602,1631,20
2340,1463,1628,20
2340,1544,1523,20
2340,1600,1519,20
2340,1539,1600,20
2340,1539,1544,20
2360,1544,1529,20
2360,1539,1529,20
2360,1519,1523,20
2360,1602,1631,20
2360,1583,1510,20
2360,1463,1628,20
2360,1544,1523,20
2360,1539,1519,20
2360,1539,1599,20
2360,1600,1523,20
2380,1600,1519,20
2380,1599,1523,20
2380,1544,1529,20
2380,1539,1523,20
2380,1539,1529,20
2380,1519,1523,20
2380,1602,1631,20
2380,1600,1523,20
2380,1599,1519,20
2380,1599,1600,20
2380,1539,1544,20
2380,1544,1599,20
2380,1519,1529,20
2380,1583,1510,20
2400,1600,1519,20
2400,1544,1599,20
2400,1599,1510,20
2400,1583,1510,20
2400,1604,1531,20
2400,1599,1631,20
2400,1539,1599,20
2400,1599,1523,20
2400,1539,1529,20
2400,1539,1631,20
2400,1539,1523,20
2400,1599,1529,20
2400,1544,1529,20
2400,1539,1771,20
2420,1583,1510,20
2420,1544,1599,20
2420,1600,1519,20
2420,1519,1523,20
2420,1602,1631,20
2420,1604,1531,20
2420,1599,1510,20
2420,1599,1600,20
2420,1583,1599,20
2420,1539,1599,20
2420,1539,1544,20
2420,1600,1523,20
2440,1583,1510,20
2440,1604,1531,20
2440,1544,1523,20
2440,1544,1599,20
2440,1602,1631,20
2440,1519,1523,20
2440,1600,1523,20
2440,1549,1631,20
2440,1600,1519,20
2460,1604,1531,20
2460,1583,1510,20
2460,1544,1599,20
2460,1569,1520,20
2460,1523,1529,20
2460,1544,1529,20
2460,1600,1519,20
2460,1544,1523,20
2460,1599,1529,20
2480,1569,1520,20
2480,1583,1510,20
2480,1539,1547,20
2480,1604,1531,20
2480,1544,1523,20
2480,1544,1599,20
2480,1599,1523,20
2480,1544,1529,20
2480,1616,1518,20
2480,1523,1529,20
2480,1602,1631,20
2480,1600,1628,20
2480,1599,1529,20
2480,1463,1628,20
2500,1604,1531,20
2500,1583,1510,20
2500,1569,1520,20
2500,1539,1547,20
2500,1544,1523,20
2500,1463,1600,20
2500,1544,1599,20
2500,1463,1628,20
2500,1544,1529,20
2500,1616,1518,20
2500,1599,1523,20
2520,1544,1523,20
2520,1569,1520,20
2520,1539,1547,20
2520,1604,1531,20
2520,1583,1510,20
2520,1599,1523,20
2520,1599,1529,20
2520,1463,1628,20
2520,1569,1742,20
2520,1545,1616,20
2520,1544,1529,20
2520,1544,1599,20
2540,1583,1510,20
2540,1569,1520,20
2540,1539,1547,20
2540,1604,1531,20
2540,1430,1453,20
2540,1545,1430,20
2540,1523,1529,20
2540,1601,1629,20
2540,1599,1523,20
2540,1544,1599,20
2540,1599,1529,20
2540,1544,1523,20
2560,1563,1618,20
2560,1583,1510,20
2560,1569,1742,20
2560,1569,1520,20
2560,1539,1547,20
2560,1604,1531,20
2560,1742,1520,20
2560,1430,1453,20
2560,1600,1529,20
2560,1545,1453,20
2560,1544,1523,20
2560,1523,1529,20
2560,1601,1629,20
2560,1599,1523,20
2560,1544,1599,20
2560,1545,1430,20
2580,1742,1520,20
2580,1583,1510,20
2580,1549,1523,20
2580,1569,1742,20
2580,1569,1520,20
2580,1539,1547,20
2580,1604,1531,20
2580,1463,1628,20
2580,1544,1529,20
2580,1563,1618,20
2580,1434,1448,20
2580,1430,1453,20
2580,1545,1430,20
2580,1545,1453,20
2580,1544,1523,20
2580,1463,1599,20
2600,1583,1510,20
2600,1549,1523,20
2600,1569,1742,20
2600,1539,1547,20
2600,1569,1520,20
2600,1742,1520,20
2600,1601,1629,20
2600,1463,1628,20
2600,1448,1600,20
2600,1604,1531,20
2620,1563,1618,20
2620,1604,1531,20
2620,1539,1547,20
2620,1569,1520,20
2620,1569,1742,20
2620,1549,1523,20
2620,1583,1510,20
2640,1569,1742,20
2640,1549,1523,20
2640,1583,1510,20
2640,1569,1520,20
2640,1539,1547,20
2640,1604,1531,20
2640,1742,1520,20
2660,1539,1547,20
2660,1569,1448,20
2660,1742,1520,20
2660,1569,1520,20
2660,1569,1742,20
2660,1549,1523,20
2660,1583,1510,20
2680,1583,1510,20
2680,1549,1523,20
2680,1602,1631,20
2680,1569,1742,20
2680,1569,1520,20
2680,1523,1531,20
2680,1463,1628,20
2680,1742,1520,20
2680,1583,1531,20
2680,1529,1531,20
2680,1448,1487,20
2680,1510,1531,20
2700,1569,1520,20
2700,1583,1510,20
2700,1549,1523,20
2700,1602,1631,20
2700,1604,1518,20
2700,1523,1531,20
2700,1569,1742,20
2700,1742,1520,20
2700,1539,1448,20
2700,1544,1531,20
2700,1510,1531,20
2700,1463,1628,20
2700,1583,1531,20
2720,1434,1602,20
2720,1434,1631,20
2720,1569,1520,20
2720,1604,1518,20
2720,1569,1742,20
2720,1602,1631,20
2720,1549,1523,20
2720,1583,1510,20
2720,1523,1531,20
2740,1583,1510,20
2740,1602,1631,20
2740,1549,1523,20
2740,1604,1518,20
2740,1604,1616,20
2740,1569,1520,20
2740,1569,1742,20
2760,1569,1742,20
2760,1602,1631,20
2760,1549,1523,20
2760,1583,1510,20
2780,1563,1618,20
2780,1463,1628,20
2780,1602,1631,20
2780,1616,1518,20
2780,1604,1616,20
2780,1549,1523,20
2780,1583,1510,20
2800,1583,1510,20
2800,1742,1520,20
2800,1549,1523,20
2800,1604,1616,20
2800,1569,1742,20
2820,1569,1520,20
2820,1569,1742,20
2820,1742,1520,20
2820,1549,1523,20
2820,1616,1518,20
2820,1583,1510,20
2840,1549,1523,20
2840,1583,1510,20
2840,1616,1518,20
2840,1626,1520,20
2840,1742,1626,20
2840,1569,1742,20
2840,1569,1626,20
2840,1569,1520,20
2840,1563,1618,20
2840,1742,1520,20
2860,1549,1523,20
2860,1616,1518,20
2860,1583,1510,20
2880,1563,1618,20
2880,1549,1523,20
2880,1616,1518,20
2880,1583,1510,20
2900,1616,1518,20
2900,1549,1523,20
2900,1583,1510,20
2920,1599,1512,20
2920,1583,1510,20
2920,1563,1618,20
2920,1742,1520,20
2920,1616,1518,20
2920,1434,1629,20
2920,1549,1523,20
2940,1742,1520,20
2940,1563,1618,20
2940,1599,1512,20
2940,1583,1510,20
2960,1563,1618,20
2960,1604,1616,20
2960,1604,1527,20
2960,1549,1523,20
2960,1599,1512,20
2960,1583,1510,20
2980,1583,1510,20
2980,1599,1512,20
2980,1604,1518,20
2980,1616,1518,20
2980,1549,1523,20
2980,1592,1618,20
3000,1549,1523,20
3000,1563,1618,20
3000,1616,1518,20
3000,1604,1518,20
3000,1604,1616,20
3000,1599,1512,20
3000,1583,1510,20
3020,1616,1518,20
3020,1604,1518,20
3020,1604,1616,20
3020,1599,1512,20
3020,1583,1510,20
3040,1549,1523,20
3040,1604,1616,20
3040,1599,1512,20
3040,1519,1529,20
3040,1583,1510,20
3040,1563,1618,20
3040,1616,1518,20
3040,1592,1618,20
3040,1604,1518,20
3060,1599,1512,20
3060,1563,1592,20
3060,1549,1523,20
3060,1583,1510,20
3060,1519,1529,20
3060,1604,1518,20
3060,1563,1618,20
3060,1604,1616,20
3080,1592,1618,20
3080,1604,1616,20
3080,1549,1523,20
3080,1563,1592,20
3080,1601,1629,20
3080,1599,1512,20
3080,1583,1510,20
3100,1599,1512,20
3100,1583,1510,20
3100,1519,1529,20
3100,1628,1527,20
3100,1549,1523,20
3100,1604,1518,20
3100,1563,1592,20
3100,1601,1629,20
3120,1563,1618,20
3120,1592,1520,20
3120,1601,1629,20
3120,1628,1527,20
3120,1599,1512,20
3120,1604,1616,20
3120,1519,1529,20
3120,1583,1510,20
3140,1604,1616,20
3140,1583,1510,20
3140,1519,1529,20
3140,1599,1512,20
3140,1549,1525,20
3140,1604,1518,20
3140,1601,1629,20
3140,1549,1523,20
3140,1628,1527,20
3160,1563,1618,20
3160,1628,1527,20
3160,1599,1512,20
3160,1592,1626,20
3160,1604,1616,20
3160,1519,1529,20
3160,1616,1518,20
3160,1583,1510,20
3180,1583,1510,20
3180,1616,1518,20
3180,1519,1529,20
3180,1604,1616,20
3180,1592,1520,20
3180,1604,1518,20
3180,1599,1512,20
3180,1592,1626,20
3200,1583,1510,20
3200,1549,1523,20
3200,1628,1527,20
3200,1616,1518,20
3200,1519,1529,20
3200,1592,1626,20
3200,1592,1520,20
3200,1563,1618,20
3200,1604,1616,20
3220,1626,1520,20
3220,1583,1510,20
3220,1604,1518,20
3220,1600,1520,20
3220,1616,1518,20
3220,1600,1626,20
3220,1549,1523,20
3220,1628,1527,20
3240,1600,1626,20
3240,1549,1523,20
3240,1600,1520,20
3240,1626,1520,20
3240,1601,1629,20
3240,1604,1518,20
3240,1583,1510,20
3260,1604,1518,20
3260,1583,1510,20
3260,1512,1525,20
3260,1601,1629,20
3260,1604,1616,20
3260,1626,1520,20
3260,1600,1520,20
3260,1549,1523,20
3260,1563,1618,20
3280,1544,1529,20
3280,1544,1525,20
3280,1616,1518,20
3280,1563,1618,20
3280,1601,1629,20
3280,1604,1616,20
3280,1604,1518,20
3280,1512,1525,20
3280,1583,1510,20
3300,1604,1518,20
3300,1512,1525,20
3300,1583,1510,20
3300,1549,1523,20
3300,1601,1629,20
3300,1437,1599,20
3300,1563,1618,20
3300,1604,1616,20
3320,1549,1523,20
3320,1599,1527,20
3320,1604,1518,20
3320,1512,1525,20
3320,1616,1518,20
3320,1583,1510,20
3340,1583,1510,20
3340,1616,1518,20
3340,1512,1525,20
3340,1563,1618,20
3340,1437,1599,20
3340,1544,1529,20
3340,1604,1518,20
3340,1437,1527,20
3340,1463,1628,20
3360,1583,1510,20
3360,1616,1518,20
3360,1437,1599,20
3360,1512,1525,20
3360,1563,1618,20
3360,1463,1518,20
3360,1601,1629,20
3360,1592,1527,20
3360,1463,1628,20
3360,1544,1529,20
3360,1549,1523,20
3380,1437,1599,20
3380,1583,1510,20
3380,1592,1600,20
3380,1512,1525,20
3380,1616,1518,20
3380,1592,1525,20
3380,1463,1518,20
3380,1563,1618,20
3380,1549,1523,20
3400,1563,1618,20
3400,1512,1525,20
3400,1437,1599,20
3400,1592,1600,20
3400,1616,1518,20
3400,1583,1510,20
3420,1583,1510,20
3420,1549,1525,20
3420,1592,1600,20
3420,1616,1518,20
3420,1592,1525,20
3420,1549,1523,20
3420,1437,1599,20
3440,1592,1523,20
3440,1523,1525,20
3440,1563,1618,20
3440,1437,1599,20
3440,1592,1600,20
3440,1616,1518,20
3440,1549,1525,20
3440,1583,1510,20
3460,1592,1600,20
3460,1583,1510,20
3460,1616,1518,20
3460,1437,1599,20
3460,1549,1525,20
3460,1592,1525,20
3460,1463,1518,20
3460,1544,1604,20
3460,1544,1592,20
3460,1563,1618,20
3480,1544,1525,20
3480,1563,1618,20
3480,1437,1599,20
3480,1592,1600,20
3480,1616,1518,20
3480,1604,1523,20
3480,1549,1525,20
3480,1583,1510,20
3500,1583,1510,20
3500,1604,1523,20
3500,1616,1518,20
3500,1549,1525,20
3500,1437,1599,20
3500,1542,1599,20
3500,1592,1600,20
3520,1549,1525,20
3520,1604,1523,20
3520,1563,1592,20
3520,1583,1510,20
3520,1463,1628,20
3520,1544,1525,20
3520,1616,1518,20
3540,1563,1592,20
3540,1604,1523,20
3540,1616,1527,20
3540,1518,1527,20
3540,1549,1525,20
3540,1583,1510,20
3560,1549,1525,20
3560,1583,1510,20
3580,1583,1510,20
3580,1549,1525,20
3580,1448,1629,20
3580,1544,1549,20
3580,1463,1628,20
3600,1544,1604,20
3600,1463,1628,20
3600,1549,1525,20
3600,1583,1510,20
3620,1544,1529,20
3620,1553,1523,20
3620,1544,1604,20
3620,1463,1628,20
3620,1549,1525,20
3620,1583,1510,20
3640,1553,1523,20
3640,1583,1510,20
3640,1549,1525,20
3640,1463,1628,20
3640,1544,1529,20
3640,1563,1618,20
3640,1544,1604,20
3660,1549,1525,20
3660,1544,1604,20
3660,1600,1529,20
3660,1523,1525,20
3660,1463,1628,20
3660,1583,1510,20
3680,1583,1510,20
3680,1463,1628,20
3680,1544,1523,20
3680,1549,1525,20
3680,1523,1525,20
3680,1549,1523,20
3680,1544,1525,20
3680,1600,1519,20
3700,1563,1592,20
3700,1600,1519,20
3700,1544,1523,20
3700,1463,1628,20
3700,1549,1525,20
3700,1583,1510,20
3720,1583,1510,20
3720,1549,1525,20
3720,1523,1525,20
3720,1463,1628,20
3720,1544,1525,20
3720,1544,1523,20
3720,1519,1529,20
3720,1600,1519,20
3720,1600,1529,20
3720,1437,1604,20
3740,1583,1510,20
3740,1549,1525,20
3740,1544,1525,20
3740,1523,1525,20
3740,1437,1604,20
3740,1544,1523,20
3740,1463,1628,20
3760,1549,1525,20
3760,1463,1628,20
3760,1600,1519,20
3760,1519,1529,20
3760,1544,1525,20
3760,1523,1525,20
3760,1583,1510,20
3780,1523,1525,20
3780,1583,1510,20
3780,1544,1525,20
3780,1549,1525,20
3780,1519,1529,20
3780,1544,1523,20
3780,1600,1519,20
3800,1549,1525,20
3800,1523,1525,20
3800,1583,1510,20
3800,1544,1523,20
3800,1448,1487,20
3800,1544,1525,20
3820,1544,1523,20
3820,1544,1525,20
3820,1523,1525,20
3820,1549,1525,20
3820,1600,1519,20
3820,1583,1510,20
3840,1601,1629,20
3840,1583,1510,20
3840,1600,1519,20
3840,1523,1525,20
3840,1549,1525,20
3840,1519,1529,20
3860,1544,1525,20
3860,1523,1525,20
3860,1549,1525,20
3860,1544,1523,20
3860,1519,1529,20
3860,1600,1519,20
3860,1601,1629,20
3860,1583,1510,20
3880,1583,1510,20
3880,1601,1629,20
3880,1519,1529,20
3880,1600,1519,20
3880,1600,1529,20
3880,1544,1523,20
3880,1549,1525,20
3900,1544,1600,20
3900,1544,1523,20
3900,1519,1529,20
3900,1600,1519,20
3900,1601,1629,20
3900,1583,1510,20
3900,1523,1525,20
3920,1600,1519,20
3920,1601,1629,20
3920,1523,1525,20
